,Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
1119,I like it a little whiles.,I like it for a little while.,I like it a little whiles.,69.43707675795987,0.96282685,I like it a little whiles.,I like it a little whiles.
1120,Come on i want you to grate this cheese me.,Come on over here i want you to grate this cheese for me.,You can't grate this cheese me.,37.49152087572871,0.7726383,You can't grate the cheese.,You can't grate this cheese.
1124,S as i am having doug.,S probably just as well i am not having doug.,S as i am having doug.,33.65525913170704,0.83621114,S as i am having doug.,S as i am having doug.
1130,Do you see books she have.,Do you see all the books she has.,I don't see books she have.,43.15276204377626,0.814476,I don't see any books she have.,I don't see any books.
1131,What kinds cookies did you bake.,What kind of cookies did you bake.,You baked chocolate chip cookies.,35.12682137779544,0.86848307,I baked a lot of chocolate chip cookies.,I baked a lot of peanut butter cookies.
1132,Fireplaces be way we found it.,The fireplace is the way we found it.,Fireplaces be way we found it.,64.15903859967744,0.9371801,Fireplaces be way we found it.,Fireplaces be the way we found it.
1135,It is got go up and around.,It is got to go up out and around.,It is going to move.,20.64114098169848,0.8132522,It is going to move around.,It is a little hard to walk.
1136,And if you have moving molecules types temperature do you have.,And if you have fast moving molecules what type of temperature do you have.,You have moving molecules type temperature do you have.,64.00584841357984,0.93760574,You have moving molecules type temperature do you have. If you have moving molecules types temperature do you have.,You have moving molecules type temperature do you have. If you have moving molecules type temperature do you have.
1137,You know i it be just.,You know i it is just uh.,I know i be just.,26.17247808020171,0.7176117,I know i be just.,I know i be right.
1140,I think and two years november.,I think and two years in november.,I think and two years november.,83.1228132217191,0.988719,I think and two years november.,I think and two years November.
1142,I bought this places the barns.,I bought this place for the barn.,I was happy with my decision.,10.806893334674562,0.7403863,I bought a house.,I was happy with the outcome.
1143,It be to keep pans warm.,It is warm enough to keep the pan warm.,It be to keep pans warm.,31.305469270598408,0.9045671,It be to keep pans warm.,It be to keep the pans warm.
1146,Well he could find anything he want do.,Well he could not find anything he really wanted to do.,He could do anything he wanted to do.,49.69340497908512,0.7583561,He could do anything he wanted.,He could do anything he want.
1150,I will show you end and ends.,I will show you a front end and a hind end.,I will show you how to do it.,36.57668648641406,0.7801649,I will show you how to do it all.,I will show you how to get there.
1151,That they could get what they wanted sherry.,That they could not get what they wanted out of sherry.,They were so excited that they could get what they wanted sherry.,65.77190560406501,0.7370815,They were so excited that they could get what they wanted.,They were so excited that they could get what they wanted sherry.
1154,You are go spend rest its life me.,You are going to spend the rest of your life with me.,You are go spend rest its life me.,36.52815068050658,0.78874993,You are go spend rest your life me.,You are go spend rest its life.
1156,So my measurement a loss power be based what.,So your measurement of a loss of power is based on what.,on the watts of the generator.,11.890896483284235,0.8210422,on the watts of the electric motor.,on the watts of the electric motor?
1157,I would mind i just want hang.,I would not mind i just want to hang.,I would mind i just want hang.,63.64405581564001,0.9409672,I would mind i just want to hang.,I would mind i just want to hang out.
1159,She must have loved him much.,She must have loved him pretty much.,She had been married to him for a long time.,15.791029016368018,0.84863234,She had been married to him for ten years.,She had been married to him for a very long time.
1161,Well you have heard them our place.,Well you have heard them over at our place.,You have heard them our place.,64.6493041953773,0.9611546,You have heard them all.,You have heard them before.
1164,And parts will be lot less than you thought.,And some parts will be a lot less than you thought.,You will have a great time.,13.170119874910538,0.6710665,You will have a great time playing the game.,You will have a great time playing the drums.
1165,Okay if you have notice this.,Okay if you have noticed that before.,Okay if you have notice this.,63.00443141124343,0.9492816,Okay if you have noticed this.,Okay if you have not notice this.
1167,I will have jerry get them.,I will have jerry get them down.,Jerry is a good helper.,14.556853378927617,0.84455717,Jerry is a good person.,Jerry is a good guy.
1168,It be mean it shows dirt.,It is white means it shows dirt more.,It be mean it shows dirt.,44.83736508724844,0.84897214,"It be mean, it shows dirt.",It be mean it shows dirt on it.
1169,I grab her and i go.,I grab her again and i go.,I want her to be happy.,12.138569477081331,0.76155055,I'm going to get her a drink.,I'm going to have a date.
1172,They saw the man who have be possessed legions of demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They knew he was a demon.,9.726210718593045,0.835451,They knew that he was a demon.,They knew he was a demon possessed.
1176,That sounds something he would do.,That sounds like something he would do.,He is a person of integrity.,9.71328489442412,0.71956813,He is a person who loves to eat.,He is a person who loves to eat chocolate.
1177,And he be be i give the little kid lessons him.,And he is been perfectly lovely i give the little kids lessons on him.,And he be be i give the little kid lessons him.,47.07172189114812,0.8772261,And he be be i give the little kid lessons him.,And he be be i give the little kid lessons.
1183,Or do they go really this.,Or do they go like really fast like that.,They go really this.,24.65754593952053,0.77654016,They go really this.,They go really fast.
1185,You know i have haneve admire president nixon.,You know i have nev particularly admired uh president nixon.,i think he was a great man.,8.165031930329922,0.71699035,i think he was a great leader.,i think he's a great leader.
1186,And i keep tell him get relationships before you have children.,And i keep telling him get out of that relationship before you have children.,I don't want him to have a broken heart.,12.25120084914616,0.7469158,I don't want him to have children.,I don't want him to have a sour relationship.
1187,But i do want to give them reason.,But i do not want to give them any reason to.,I want them to have a good life.,20.744459077675227,0.7157467,I want them to listen.,I want them to have a chance.
1188,You reach that arm let me add.,The more you reach that arm through let me add on.,You reach that arm let me add.,49.647152154354366,0.93356556,You reach that arm let me add.,"You reach that arm, let me add."
1190,And then a woman came canada.,And then a woman came from canada.,She was from canada.,39.40356058389335,0.9313787,The woman was a doctor.,The woman was a very beautiful woman.
1191,She said person were driving their lights.,She said people were driving around with their lights on.,She was a little irritated.,13.317886886175827,0.7278768,She was a little apprehensive.,"She was a little apprehensive, but she didn't mind."
1194,You can talk both us at the times.,You cannot talk to both of us at the same time.,We can talk all the time.,22.677383418500277,0.70790625,We can talk about anything.,We can talk all the time in the office.
1195,And he is rea good at make budget.,And he is rea good at making the budget out.,He is a good accountant.,20.005216804792305,0.83456194,He is a good manager.,He is a good manager.
1196,It is that we have climb ladder.,It is not that we have to climb the ladder.,We have to reach the top of the ladder.,41.84862892571067,0.8213029,We have to reach the top.,We have to reach the top of the tree.
1197,Certain areas of hold their values.,Certain areas s of held their value.,Certain areas of hold their values.,74.89230394977523,0.92904586,Certain areas of held their values.,Certain areas of hold their values to.
1203,They sh it the tv she be so.,They sh it on the tv she is so yougly.,They sh it the tv she be so.,45.897978345324745,0.85162187,They sh it the tv she be so.,They sh it the tv she be so.
1204,That is where hospitals have roads going.,This is where county hospital has roads going on.,They are the only places where the ambulances can get to.,18.944222654651213,0.8067213,They are the only places where you can get to them.,They are the only places where the ambulances can get to them.
1207,I might have go therapy or something fi out.,I might have to go to therapy or something to fi out.,I am not sure what to do.,8.949478936375959,0.7973168,I am not sure how to deal with it.,I am not sure how to deal with this.
1208,Sell or joy had actually hire him sell jewelry hawaii.,To sell or joy had actually hired him to sell jewelry in hawaii.,Sell or joy had actually hire him sell jewelry hawaii.,71.35898837253305,0.9852135,Sell or joy had actually hire him sell jewelry hawaii.,Sell or joy had actually hire him sell joy hawaii.
1209,He be retired studs duty in spring nineteen ninetyone.,He was retired from stud duty in the spring of nineteen ninetyone.,He be retired studs duty in spring nineteen ninetyone.,57.62701802385617,0.94151133,He be retired studs duty in spring nineteen ninetyone.,He be retired studs duty in spring nineteen ninety one.
1210,Well she be supposed to go dixie land jazz festival weekends.,Well she is supposed to go to the dixie land jazz festival this weekend.,She be supposed to go dixie land jazz festival weekends.,61.60706903836696,0.9575342,She be supposed to go dixie land jazz festival.,She be supposed to go dixie land jazz festival weekend.
1212,I am go to go transfer keys ones.,I am going to go transfer the keys into this one.,I am going to go transfer keys ones.,60.32277671987052,0.94295263,I am going to go transfer keys.,I am going to go transfer keys one.
1213,Areas that and like be able to have the local food.,In areas like that and like not be able to have the local food.,I want to go to a local restaurant.,14.465534650208358,0.75164235,I want to go to a local restaurant when I am there.,I want to go to a lot of the local food.
1215,And i have pair of bluejean.,And i had a pair of bluejeans.,I want to change into a pair of bluejean.,57.30503132860053,0.86208737,I want to change into a pair of bluejeans.,I want to change into a pair of blue jeans.
1218,I mean it be for everybody.,I mean it was hard for everybody.,I mean it be for everybody.,63.10668692661594,0.79067564,I mean it be for everybody.,I mean it be for you.
1219,Kay oh i do know what radio station be.,Kay oh i do not know what the radio station is.,Kay oh i do know what radio station be.,61.86354566929266,0.87045527,Kay oh i do know what radio station be.,Kay oh i do know what radio station be.
1222,Sammy davis junior used do it just.,Sammy davis junior used to do it just fine.,Sammy davis junior was a good hitter.,47.809649898374055,0.8594619,Sammy davis junior was a good swimmer.,Sammy davis junior was a good runner.
1224,He have print my shoulder and ribs.,He had hoof prints on his shoulder and ribs.,He have print my shoulder and ribs.,54.3831997087681,0.87682486,He is a tattoo artist.,He have print my shoulder and ribs.
1226,Well you know i think they quarter an ounce.,Well you know i think they weigh about a quarter of an ounce.,I'm not sure if it's an ounce or a half an ounce.,23.487916597730383,0.86205554,I'm not sure if it's an ounce or a quarter.,I'm not sure if it's an ounce or a half.
1227,Because environment be going to be negatively impacte.,Because environment supposedly is going to be also negatively impacted.,I want to do my part to save the environment.,23.891357593812824,0.75702703,I want to do my part to save the planet.,I want to do something to help it.
1228,Which is i mean i could.,Which is not bad i mean i could.,Which is i mean i could.,64.86106164101685,0.9201096,Which is i mean i could.,Which is i mean i could.
1232,I thought this was most thing i heard in my life.,I thought that was the most hilarious thing i heard in my entire life.,I was blown away.,4.850625015291392,0.78678936,I was very surprised.,I was so amazed.
1234,Oo i have to go bathroom really.,Oo i have to go to the bathroom really bad.,I can't wait to go to the bathroom.,49.721900326616726,0.87444544,I can't wait to get out of here.,I can't wait to go to the bathroom now.
1235,I do know how it be.,I do not know how realistic it was.,I do know how it be.,26.564284312862213,0.7323333,I do know how it be.,I do know how it be.
1242,And you pour it pan and it be done.,And you pour it in the pan and it is done.,And you pour it pan and it be done.,61.08014497208355,0.97273934,And you pour it pan and it be done.,You pour it pan and it be done.
1244,I mean i be going start dancing with women.,I mean i am going to start dancing with those brazilian women.,I am going to start dancing with women.,58.31451623988685,0.92774546,I am going to dance with women.,I am going to start dancing.
1245,Let me try finish what i be talk but uh.,Let me try to finish what i am talking about here but uh therther.,I can't.,1.5220700152207,0.73697126,I just can't.,I just can't think of anything.
1249,I would be i would have murder him.,I would not be here i would have murdered him.,I would be i would have murder him.,60.489303049195264,0.92255473,I would be i would have murdered him.,I would be i would have murder him.
1250,It should be legal for guy do this.,It should not be legal for guys to do this.,It's a felony to rape a woman.,10.48390609347097,0.72065574,It's a felony to rape a girl.,It's a felony to rape a child.
1254,That they be gearing this in way.,That they are gearing this in the wrong way.,That they be gearing this in way.,58.2280513755588,0.8450304,That they be gearing this in way.,That they be gearing this in way.
1256,And thethey had arts shows everywhere.,And thethey had these art shows everywhere.,They were very proud of their culture.,19.93591766432832,0.74980944,They were very proud of their art.,They loved the arts.
1257,It be get name but that be about it.,It is got the same name but that is about it.,It be get name but that be about it.,48.035035151041896,0.89010894,It be get name but that be about it.,It be get name but that be about it.
1258,She come and sit in restaurant.,She came in and sat down in the restaurant.,She was waiting for her friend.,14.214205432107432,0.7419457,She was waiting for her friend to arrive.,She was waiting for someone.
1261,I had client offices building next grand central.,I had a client in the office building next to grand central.,I had to go there every day.,12.40652499121842,0.7026082,I had to go there every day to work.,I had to go there every day to get work done.
1263,But you can not go walmart.,But you cannot even go to a walmart.,You can not go to the store.,31.44773671802035,0.883752,"You can not go to the store, you can not go to the store.","You can not go to the store, because you are not a citizen."
1266,You know you know she is.,You know some you know she is so vulnerable.,She is a slut.,8.25270750974059,0.76155245,She is a good girl.,She is a good girl and you know it.
1267,We hunt tree and bounce them time time and.,Yeah we have a lotta trees we hunt through the trees and bounce off them from time to time and.,We can't catch them all.,7.022776158013038,0.7354289,We can't catch them.,We can't miss them.
1269,Two year after that she have one.,Then two years after that she had another one.,She had a baby girl.,12.974013808477627,0.7948346,She had a baby girl and it was a boy.,She had a baby girl that year.
1270,A lot of it has do r.,A lot of it has to do with the with the r.,It has a lot of do r.,19.341102785483365,0.8028333,It's a lot of do r.,It has a lot of do r in it.
1271,And play sevenyearold children but he do.,And not played with a sevenyearold child but he did.,He is a very naughty boy.,7.824135211142657,0.73285156,He is a very naughty child.,He is a very good child.
1273,You have these organs that you can see.,You have all these internal organs that you cannot see.,You have these organs that you can't see.,55.3667303922937,0.96915793,You also have these organs that you can't see.,You have these organs that you can see.
1276,You do know half of it.,You do not know the half of it.,You're a sailor and you've been sailing for years.,11.588984632812489,0.695842,You're a sailor.,You're a sailor and you've been in the Navy.
1278,We were real happy get this place natural gas.,We were real happy to get this place with natural gas.,We were real happy get this place natural gas.,75.27879619558739,0.9887639,We were able to save a lot of money.,We were real happy get this place natural gas.
1279,And it is going take while.,And it is going to take a while.,It's going to be a lot of work.,30.99424002577732,0.867079,It's going to be a long process.,It's going to be a long day.
1280,If you have come a plays you just do.,If you have to come out of a play you just do whatever.,If you have come a plays you just do.,45.2523715772395,0.8420951,If you have come a plays you just do.,If you have come a plays you just do.
1283,Because i might forget the beginning time i reach end.,Because i might forget the beginning by the time i reach the end.,I'm so tired and i can't remember the beginning time i reach end.,42.037088081483205,0.8192884,I'm so tired and i can't remember the beginning time i reach the end.,I'm so tired and i can't remember the beginning time i reach end.
1285,Do do it i need get.,Do not do it yet i need to get some.,Do do it i need get.,28.65573591741489,0.8482699,Do do it i need get.,Do do it i need to get.
1288,If i was and have pass and fall walls.,If i was alright and had not passed out and fallen over the wall.,I would like a room with no walls.,11.449709525242064,0.72423315,I would be angry.,I would like a room with a bed.
1290,He was one that blamed me.,He was the one that blamed me.,He didn't like the fact that I was the one who broke the window.,37.80370104152421,0.8546992,He didn't like the fact that I was the one who broke the vase.,He didn't like the fact that I was the one who broke the glass.
1293,I hope plugs is mess up.,I hope that plug is not messing up the.,I am not a fan of them.,10.81590217483436,0.6396681,I am not a fan of the way he looks.,I am not a fan of the way he acts.
1294,I would like i would want them.,I would like ideally i would want them both.,I would like i would want them.,63.49526602851709,0.89596105,I would like i would want them.,I would like i would like them.
1297,Well we got to we get call jack eaker.,Well we got to we got to call up jack eaker.,We got to we got to call jack eaker.,73.23420707924979,0.9832773,We got to we got to call jack eaker.,We got to we get call jack eaker.
1299,Boy was sitting on a rock.,Boy was sitting on a big rock.,The boy was playing with a rock.,29.404464202060414,0.843766,The boy was playing with a toy.,The boy was playing with a toy car.
1304,Fourhundred and eightythree fourandahalfinch square toilet paper.,Fourhundred and eightythree like fourandahalfinch squares of toilet paper.,Four hundred and eighty three squares of toilet paper.,68.80071768887643,0.97170913,Four hundred and eighty three rolls of toilet paper.,Four hundred and eighty three squares.
1305,And he can do it home.,And he can do it at home.,He can do it at home.,78.3707304349177,0.98485804,He can do it in the kitchen.,He can do it in the bedroom.
1306,How come those comes two parts.,How come this comes in two parts.,I can't figure it out.,7.936507936507938,0.6928253,"I'm not sure, but I'm sure there are two parts.","I'm not sure, but I'm sure there are two."
1309,Well see mine would be looks anything else.,Well see mine would be more for looks than anything else.,Mine would be looks anything else.,50.081951117047,0.8389578,Mine would be looks nothing else.,"Mine would be looks anything else, too."
1310,It is like its parent were hustling it door.,It is like its parents were hustling it out the door.,It is like its parent were hustling it door.,72.45608824904534,0.94462955,It is like its parent were hustling it door.,It is like its parent were hustling it door to the car.
1312,Just make you get enough air.,Just to make sure you get enough air.,You'll be fine.,5.037112516091302,0.73041254,You'll be alright.,You're going to be fine.
1317,And this is kind of you go by.,And that is kind of where you go by to.,And this is kind of you go by.,47.390358521543824,0.84582436,And this is a kind of you go by.,And this is kind of you.
1318,I have not spiked fever or seen any signs.,I have not spiked any fever or seen any signs of.,I am not sick.,8.160893533677134,0.8520801,I have not had a fever for a week.,I have not had a fever for a few days.
1320,Yeah i do think that is.,Yeah i do think that is true.,I think you're right.,18.20417896176085,0.8419682,I am not sure if it's true or not.,I am not sure if it's true.
1324,And sand that i had it.,And the sand that i had in it.,And sand that i had it.,62.1225252112436,0.9018303,And sand that i had it.,And sand that i had.
1327,Yeah he be try to cast spell her.,Yeah he is trying to cast a spell over her.,He's a wizard.,3.941441441441442,0.7879562,He be a wizard.,He be a witch.
1328,Danny say he might play later.,Danny just said he might play later.,Danny is a person who likes to play sports.,23.21575943598944,0.8301152,Danny is a good player.,Danny is a person who likes to play later.
1329,He be going to be engineers.,He is uh putting himself he is going to be a microwave engineer.,He be going to be an engineer.,33.445229495103895,0.88174784,He be going to be an engineer.,He be going to be an engineer in the future.
1331,And i be sorry that episode jacob get misunderstood.,And uh i am sorry that whole episode with jacob got misunderstood.,i be sorry that episode jacob get misunderstood.,54.55646501780254,0.9682908,i be sorry that jacob get misunderstood.,i be sorry that episode jacob get misunderstood.
1332,No but it was coming out.,No but it was just coming out.,I wasn't sure if I was going to buy it.,19.597038110462105,0.7446477,I wasn't sure if I wanted to buy it.,I hadn't seen it yet.
1333,We know where the empowerless people be.,We already know where the most empowerless people are.,We know where the powerless people be.,56.13180424833666,0.9144627,We know where the powerless people are.,We know where they are.
1335,I mean the skeleton part it you know.,I mean all the skeleton part of it you know an.,I don't know how to spell it.,15.332374418070724,0.68422365,I don't know how to explain it.,"I don't know how to spell it, but it's there."
1338,Yeah but we got hour than.,Yeah but we also got up an hour later than usual.,We're going to have to wait.,8.872225941352276,0.68451893,We're going to have a party in a couple of hours.,We're going to have a party in a few hours.
1340,I see one there be one.,I see one there is a rectangular one right there.,I see one there be one.,32.80372403694404,0.8508084,I see one there be one. I see one there be one. I see one there be one.,I see one there be one. I see one there be one.
1341,Oh i never even thing this.,Oh i never even thought of that.,I thought it was going to be a great movie.,27.29925688526617,0.6681863,I thought it was going to be a bad thing.,I thought it was going to be a great year.
1342,Or god involved moses your missions.,Or how god involved moses in his mission.,Or god involved moses your missions.,60.82683610606113,0.8891096,Or god involved moses your missions.,Or god involved moses your missions.
1345,So i be chopping it and it comes out.,So i am just chopping it up and it comes out pretty good.,I be chopping it and it comes out.,46.78477903680099,0.9053397,I be chopping it and it comes out.,I be chopping it.
1346,Oh i am pray moms that they win because she say.,That is what patty sai oh i am praying mom that they win because she said.,Oh i am pray moms that they win because she say.,52.31466633759533,0.9622886,Oh i am pray moms that they win because she say.,Oh i am pray moms that they win.
1352,Whoa apropo something jennifer said may.,Whoa apropos something jennifer said in may.,Jennifer was adamant that he didn't want to be a hero.,22.34186489455301,0.6825905,Jennifer was adamant that he didn't want to be a snob.,Jennifer was adamant about it.
1354,He is judgmental on people it bugs me.,He is like so judgmental on people it bugs me.,He is so arrogant.,10.425798634502332,0.8204441,He is so arrogant and rude.,He is so arrogant and selfish.
1356,I be all night night i come and told you.,I was home all night last night i came home and told you.,I be all night night i come and told you.,58.4563417673168,0.86525625,I be all night night i come and told you.,I be all night night i come and told you.
1357,Oh i do know it would.,Oh i did not know it would.,It would be a wonderful thing to do.,25.695536508956085,0.6612085,It would be a wonderful thing.,It would be a wonderful experience.
1360,So i will call you and tell you.,So i will call all of you and tell you.,I want to talk to you.,12.452083375331718,0.78995085,I want to tell you the good news.,I want to tell you.
1365,I wiped it on my jackets.,No i wiped it off on my jacket.,I had gotten a lot of mud on them.,11.76058907127865,0.76281714,I had gotten a lot of mud on my jackets.,I had gotten a lot of water on them.
1367,It is pretty goodsized areas right.,It is a pretty goodsized area right here.,"I'm not sure how big it is, but it's a pretty big area.",30.4818932371249,0.88549304,"I'm not sure how big it is, but it's a pretty good size.","I'm not sure how big it is, but it's a pretty good size area."
1370,There i there be a lot coalitions building.,Alright so there i there is a lot of coalition building.,There i there be a lot coalitions building.,53.22974652237031,0.96413064,There be a lot coalitions building.,There be a lot of coalitions building.
1372,You be look adding air conditionings.,Now you are not looking at adding air conditioning.,You be look adding air conditionings.,54.44454217763411,0.8013084,You be look adding air conditioners.,You be look adding air conditionings.
1376,And one kid who be be really having problems.,And this one little kid who is been really having a problem.,He had a lot of anger issues.,8.787533160854592,0.74622786,He had a lot of anger problems.,He had a lot of anger issues and he was in trouble.
1382,And that fear starts to eat you.,And that fear starts to eat away at you.,And you can't get rid of it.,11.822810573932546,0.74753654,And you can't get out of it.,And you can't breathe.
1383,We would like left if it become.,We would like the left if it becomes available.,We would like left if it become.,62.070686459075255,0.84363973,We would like left if it become.,We would like to leave if it become.
1384,Had deer its legs up and santa claus was bandage it.,Had the deer with its uh leg up and santa claus was bandaging it.,The deer was in pain.,15.684963763240138,0.87550855,Santa claus had a red beard.,Santa claus had a red hat on.
1386,And they said they looked you.,And they said they looked at you.,They were so confused.,10.635582109032727,0.73306704,They were so disappointed.,They were so glad they had you.
1388,I think they lived the house.,I think they lived in the big house.,They had a lot of possessions in the house.,28.230012067740844,0.8626572,They had a lot of possessions in it.,They had a lot of possessions there.
1396,If you want you can take it eight weeks.,If you want to you can only take it for eight weeks.,You don't have to take it all at once.,18.49625845199018,0.80426574,You don't have to take it for eight weeks.,You don't have to take it all.
1398,And it was get down in.,And uh it was getting down in.,I had to get down in.,29.62511952130428,0.8697834,I had to get down in the basement.,I had to get down in the hole.
1399,Call kelly right and ask her.,Call up kelly right now and ask her.,Kelly will help you.,14.089228321270756,0.862273,Kelly will help you out.,Kelly will know the answer.
1401,If there be one do look.,If there is like a like this one do not look.,If there be one do look.,32.038715371171044,0.7964737,if there be one do look.,If there be one do look!
1404,They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They were too busy with their own lives.,17.837021125658556,0.71970797,They were too busy.,They were too busy with their own classes.
1405,And forty year he be lead people out of israel.,And the third forty years he was leading the people out of israel.,And he be lead people out of israel.,40.157985060190654,0.9144028,And he be lead people out of israel forty year.,And he be lead people out of israel.
1406,Get it no i be joking i wish i be yesterday.,Get it no i am just joking i wish i was at metropolis yesterday.,Get it no i be joking i wish i be yesterday.,49.88181273147296,0.91508317,Get it no i be joking i wish i be yesterday.,Get it no i be joking i wish i be Yesterday.
1408,Hundred and thirty i do know.,Hundred and thirty i do not know.,I'm a hundred and thirty i do know.,72.2617514449752,0.9082098,I'm a mathematician.,I'm a hundred and thirty.
1415,And it plugs into your receiver.,And then it plugs into your receiver.,It's a remote control.,9.970179466626814,0.81341946,It's a remote control for your stereo.,It's a good idea to keep it in your pocket.
1416,I would go with new thermostat.,I would definitely go with a new thermostat.,I like the way it looks.,11.071679650824652,0.69075084,I like the way it looks in my living room.,I like the way it looks in my room.
1417,You can blame guy in senses that.,So you cannot really blame the guy in the sense that.,Guy in senses that.,18.820250399422576,0.7851393,Guy in senses that he.,Guy in senses that he is lazy.
1419,That they be tired go home and uh.,So that they are too tired to go home and uh.,That they be tired go home and uh.,53.65608291439802,0.8842786,They be tired go home and uh.,"That they be tired go home and, uh."
1423,Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom is a very smart person.,8.92223185977169,0.8166136,Mom is a very smart woman.,Mom is a good teacher.
1424,And it might well have start chain reactions.,And it might very well still have started that chain reaction.,It might well have started chain reactions.,55.48182273839984,0.93570447,It might well have started chain reactions in the world.,It might well have started chain reactions in the room.
1426,A all square there are kind of beatup buildings.,A all around this big square there are these kind of beatup little buildings.,There is a big tavern in the middle of the square.,20.87957493623441,0.8089785,There is a big tavern in the square.,There is a big tv in one of the buildings.
1428,Because last weeks gym be close they are working ceiling.,Because last week the gym was closed they are working on the ceiling.,The gym is working on the ceiling.,41.20224982438438,0.9040854,The gym is working on the ceiling because it is close.,The gym is working on the ceiling to close.
1429,And they give you they will mail you reimbursements.,And they give you the they will mail you the reimbursement.,They are a good company.,6.990783281958351,0.76763034,They are a good company and they will help you.,They are a good company and they are very helpful.
1431,Tell me i can get check seal.,Tell me when i can get checked out on seals.,I'll get it for you.,8.654739711628737,0.7102573,I'll get check seal.,I'll get it.
1433,I was sexually aroused by it.,I was always sexually aroused by it.,I wanted to have sex with it.,14.265376302760052,0.8675183,I wanted to have sex with her.,I wanted to have sex.
1436,We got off exit and it be hollywood bowl exit.,So we got off at the exit and it was the hollywood bowl exit.,We got off exit and it be hollywood bowl exit.,63.14268291316317,0.9844495,We got off the exit and it be hollywood bowl exit.,We got off exit and it be hollywood bowl.
1438,Do give the answer because you are denying them learning.,Do not give away the answers because you are denying them of learning.,You are a bad teacher.,10.502470289370274,0.75809854,You are a jerk.,You are a jerk to them.
1439,Yeah but that is he would give our name.,Yeah but that is all he would give his name for.,Yeah but that is he would give our name.,61.052244123943744,0.8666228,Yeah but that is he would give our name.,Yeah but he would give our name.
1440,The illusions life you know i.,The illusions of this life you know i.,The illusions life you know i.,75.8814849093818,0.9637345,The illusions life you know i.,The illusions life you know i.
1445,Pretty when we rechecked her she was ready take it.,Pretty much when we rechecked her she was ready to take it off.,She ate the whole ice cream with a spoon.,14.53072394876198,0.6142833,She ate the whole ice cream.,She ate the whole piece of cake.
1446,I do not think of mother do.,I do not think any of the mothers did.,I do not think of mother do.,48.618354951390856,0.8071393,I do not think of mother do.,I do not think of mother.
1447,You do see what you have read.,You do not see what you have read about.,You do see what you have read.,64.55726954260736,0.8486875,You do see what you have read.,You do see what you've read.
1448,So i be act french theatre then i.,So i was acting in the french theatre then i.,'m a french theatre actor.,38.58446521593804,0.9000876,'m a french theatre actor.,'m a french student.
1451,How let us see here kay one which be the.,How well let us see here um the kay one eleven which is the.,Let us see here kay one which be the.,41.37472632739394,0.8583402,Let us see here kay one which be the.,Let us see here kay one which be the.
1455,I mean i think these are.,I mean i really think those are the.,I mean i think these are.,44.43236980861513,0.9161636,I mean i think they are.,I mean i think these are the best.
1456,Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,I don't think so.,4.21681073713638,0.6695461,I don't know.,I think so.
1457,I am go to put tape.,I am going to put these tapes over here so.,I am going to put tape.,46.031628496196895,0.86743295,I am going to put the tape.,I am going to put tape on the door.
1458,I just do you know see this is coming.,I just do not you know see where this is coming from.,I just don't see it coming.,29.385129823880884,0.79295707,I just do not see this is coming.,I just do not see this coming.
1465,And shifted names enterprises zone to empowerments zones.,And shifted the name from enterprise zones to empowerment zones.,And shifted names enterprises zone to empowerments zones.,62.84678893737314,0.98290837,And shifted names enterprises zone to empowerments zones.,And shifted names enterprises zone to empowerments zones.
1468,Be put it couches but then you have.,Be nice to put it behind the couch but then you have.,Be put it couches but then you have.,49.0220232816734,0.8364253,Be put it sofas but then you have.,Be put in couches but then you have.
1469,Pretty uh do anything that i wanted do.,Pretty much uh able to do anything that i wanted to do.,Do anything that i wanted do.,49.10634617661185,0.9244987,Do anything that i wanted to do.,Do anything that I wanted do.
1476,And it was lot than if she would buy it.,And so it was a lot cheaper than if she would bought it.,She was a smart person.,13.05058915965934,0.73159647,She was a smart buyer.,She was unsure about the price.
1480,And i keep backing back up.,And i kept backing up backing up.,I keep backing up.,40.87615283296177,0.92798805,I keep backing up the camera.,I keep backing up the car.
1481,Well looking something i would get.,Well looking at something i would get.,I'm going to get a pair of jeans.,13.134847270584524,0.7303388,I'm going to get a car.,I'm going to get a tv.
1482,It be like sparkling grapes juice cocktail or something you know remember white,This stuff is good . it is like sparkling grape juice cocktail or something you know remember that white.,It be like sparkling grapes juice cocktail or something you know remember white,67.99919310627281,0.9486412,It be like sparkling grapes juice cocktail or something you know remember white,It be like sparkling grapes juice cocktail or something you know remember white.
1483,And again this be opportunity meet challenges.,And again this is an opportunity to meet the challenge.,And again this be opportunity meet challenges.,62.44750089206514,0.9360312,And again this be opportunity to meet challenges.,This be opportunity meet challenges.
1489,One houses have it look like an junkyards.,This one house had it looked like an abandoned junkyard.,One houses have it look like an junkyards.,42.03822047493815,0.9401586,One houses have it look like an junkyards.,One houses have it look like an junkyard.
1492,He is got real long fingernail.,He is got these real long fingernails.,He is a fingernail biter.,36.36075468698736,0.92146206,He is a fingernail technician.,He is a fingernail maniac.
1494,They have look for an editors.,They have to look for an editor.,They are looking for someone to edit their book.,29.196390416399147,0.9055785,They are looking for a person to edit their work.,They are looking for a person to edit their paper.
