Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
I think you give him herbs some kind.,I think you gave him some herb of some kind.,I think you gave him some herbs of some kind.,91.44646508534954,0.9794045,I think you gave him some herbs of some kind.,I think you gave him some herbs some kind of.,90.09549103121208
But we will use this base.,But we will use this as a base.,But we will use this base.,75.72290736770455,0.94200647,But we will use this base.,But we will use this base for.,89.13337357003621
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,Nineteen seventynine john head to your new trainer ronald mcanally.,70.6938019564706,0.954606,Nineteen seventynine john head to your new trainer ronald mcanally.,Nineteen seventynine john head to your new trainer ronald mcanally.,100.0
And it would start to do this dance.,And it would start to do this whole little dance.,And it would start to do this dance.,67.68148263372262,0.97517264,And it would start to do this dance.,And it would start to do this dance.,100.0
You are you be bound lose something.,So you are you are bound to lose something.,You are bound to lose something.,75.9812588208953,0.97626007,You are bound to lose something.,You are bound to lose something.,100.0
That he could spell it purpose.,So that he could spell it wrong on purpose.,That he could spell it out for a purpose.,63.84051725298276,0.7984691,That he could spell it out for a purpose.,That he could spell it out for purpose.,93.75597416061613
Sherry it did not taste clammy.,Surprisingly enough sherry it did not taste real clammy.,Sherry it did not taste clammy.,48.78800314967235,0.97164047,Sherry it did not taste clammy.,Sherry it did not taste like clammy.,87.02920288278933
Absolute value that you bring negative four side.,Absolute value of that you brought negative four over to the other side.,Absolute value that you bring in the negative four side.,56.07353021654371,0.9721998,Absolute value that you bring in the negative four side.,Absolute value that you bring in negative four side.,95.06904711457338
Well he should just go gas station.,Well he should just go to a gas station.,Well he should just go to the gas station.,86.58581995181362,0.99202955,Well he should just go to the gas station.,Well he should just go to the gas station.,100.0
You know you must be fag.,You know you must be a fag.,You know you must be a fag.,100.0,1.0000001,You know you must be a fag.,You know you must be fag.,89.9960916827655
Because you will get a family,Because you will get in a big family.,Because you will get a family.,71.73799856993044,0.93957686,Because you will get a family.,Because you will get a family in.,93.03252175158877
You know they tore it and i do remember.,You know they tore it down and i do not remember.,You know they tore it and i do not remember.,83.76758154033853,0.89504623,You know they tore it up and i do not remember.,You know they tore it up and i do not remember.,91.82904090147717
No i do know make it.,No i do not know how to make it.,No i do not know how to make it.,100.0,1.0000001,No i do not know how to make it.,No i do not know how to make it.,100.0
Well see we have do it that.,Well see we have never done it like that.,Well see we have to do it that way.,45.27904691326442,0.7622589,Well see we have to do it that way.,Well see we have to do it that.,95.75398812054152
So we see god preserved moses.,So we see how god preserved moses.,So we see god preserved moses.,79.7545971011568,0.9806411,So we see god preserved moses.,So we see god preserved moses.,100.0
I just had a pieces toast.,I just had a piece of toast.,I just had a piece of toast.,100.0,1.0,I just had a piece of toast.,I just had a piece of toast on.,91.99546086933998
They are take risk of having their horses get lame but,They are taking the risk of having their horse get lame but it really never happens because we have our instructor right there telling us this is what you do.,They are taking the risk of having their horses get lame.,36.58893190991231,0.87022,They are taking the risk of having their horses get lame.,They are taking the risk of having their horses get lame but they are not taking the risk of that.,71.34914472728687
Yeah because i have get woodcut.,Yeah because i have got some of these woodcuts.,Yeah because i have to get woodcut.,54.51504909451811,0.8241863,Yeah because i have to get a woodcut.,Yeah because i have to get the woodcut.,83.98857607630038
If i do sell i do make monies i get.,If i do not sell i do not make money i got uh.,If i do not sell i do not make the monies i get.,68.93274502772475,0.96545243,If i do not sell i do not make the monies i get.,If i do not sell i do not make the monies i get.,100.0
The shops so they can work pharmacy.,Into the garden shop so they can work on the pharmacy.,The shops so they can work in the pharmacy.,59.547386291676695,0.8825003,The shops so they can work at the pharmacy.,The shops so they can work on the pharmacy.,86.86645357067557
Do not fill your bag dear.,Do not fill your bag up dear.,Do not fill your bag dear.,78.72272784814895,0.99477494,Do not fill your bag dear.,Do not fill your bag dear.,100.0
If he said there be withholding and everything.,If whatever he just said right there was true with withholding and everything.,If he said there was withholding and everything.,52.162212200072624,0.9364345,If he said there was withholding and everything.,If he said there was no withholding and everything.,92.95434189916622
Yeah so you can go and psee california and drink wines.,Yeah so you can go up there and psee old california and drink wine.,Yeah so you can go and psee california and drink wine.,73.46813022935224,0.9655416,Yeah so you can go and psee california and drink wine.,Yeah so you can go and psee california and drink some wine.,91.17536850142697
They go this stupid fire science major,They go through this stupid fire science major out at.,They went to this stupid fire science major.,63.648389528359196,0.964339,They went this stupid fire science major.,They went this stupid fire science major.,95.62677742738721
You are not going have salvation.,You are not going to have any salvation.,You are not going to have any salvation.,100.0,0.9999999,You are not going to have any salvation.,You are not going to have any salvation.,100.0
Están más arrugado que sas qués.,Están más arrugados que quien sa qué.,Están más arrugado que sas qués.,59.257600299029725,0.9728943,Están más arrugado que sas qués.,Están más arrugado que sas qués.,100.0
And is not hear anything tower you know.,And the is not hearing anything from the tower you know.,And is not heard anything from the tower you know.,77.34876450075222,0.96866757,And is not heard anything in the tower you know.,And is not heard anything from a tower you know.,84.97358111087857
You know all artists put their.,You know all the all these artists put their.,You know all the artists put their own.,73.36114369361862,0.9191557,You know all the artists put their own in there.,You know all the artists put their own in.,89.25413606910271
I says those is she is do therapy and stuff.,I says that is very soothing when she is doing therapy and stuff.,I said that is why she is doing therapy and stuff.,60.194234053725815,0.8396878,I said that is why she is doing therapy and stuff.,I said that is she is doing therapy and stuff.,94.07882681360829
And we want to try get rid this.,And we want to try to get rid of that.,And we want to try to get rid of this.,89.20659831866729,0.9712787,And we want to try to get rid of this.,And we want to try to get rid of this.,100.0
We can go down and sit.,We can go down there and sit.,We can go down and sit.,65.63629785217152,0.97643536,We can go down and sit.,We can go down and sit there.,82.02892971341339
Of call ira it be call an sd for selfdirected.,Instead of called an ira it is called an ira sd for selfdirected.,Of call ira it is called an sd for selfdirected.,63.97814127628142,0.9519166,Of call ira it is called an sd for selfdirected.,Of call ira it is call an sd for selfdirected.,94.37556909829455
There be eight clubs this mean there are only four left.,Now there are eight clubs out that means there are only four more left.,There are eight clubs this means there are only four left.,67.015328625573,0.9656255,There are eight clubs this means there are only four left.,There are eight clubs in this means there are only four left.,94.03250364254087
You know she have those recipes.,You know she had all those recipes.,You know she has that recipe.,53.9018495559918,0.91613185,You know she has all those recipes.,You know she has all those recipes.,71.87435034582373
No i did say it i went that.,No i did not say it loud i just went like this.,No i did not say it i went that way.,44.559114983649316,0.8544756,No i did not say it i went through that.,No i did not say it i went on that.,75.00506221158659
I forgot horse was in there.,I forgot that horse was in there.,I forgot the horse was in there.,81.71827223866158,0.9951067,I forgot the horse was in there.,I forgot my horse was in there.,85.90872657436367
And the marketplace be you know i think i live tangiers.,And the marketplace is uh you know maybe i think i live in tangiers.,And the marketplace is you know i think i live in tangiers.,79.00960274957055,0.9954692,And the marketplace is you know i think i live in tangiers.,And the marketplace is you know i think i live in tangier.,98.45241905112636
I would never say something that.,I would never say something like that but.,I would never say anything like that.,70.00954859272017,0.9412023,I would never say anything like that.,I would never say anything like that.,100.0
We will talk those there too.,We will talk about that there too.,We will talk about those there too.,81.1857682588612,0.97174263,We will talk about those there too.,We will talk about that there too.,87.59013890446556
And it be franchises of do packaging sending uh bases.,And it was a franchise of doing packaging sending uh from a mall basis.,And it is franchises of do packaging sending out uh bases.,49.624362368746034,0.8718852,And it is franchises of do packaging sending uh to the bases.,And it is franchises of do packaging sending uh to the base.,86.67253567347213
What do you want drink bernard.,What do you want to drink bernard.,What do you want to drink bernard.,100.0,0.9999997,What do you want to drink in bernard.,What do you want to drink in bernard.,89.65970299070196
I get something tell you alice.,I got something to tell you alice.,I got something to tell you alice.,100.0,1.0000001,I got something to tell you alice.,I got something to tell you alice.,100.0
It do make any difference for her.,It really does not make any difference for her.,It does not make any difference for her.,82.02701546388114,0.98729086,It does not make any difference for her.,It does not make any difference for her.,100.0
I like it a little whiles.,I like it for a little while.,I like it a little while ago.,68.81673056158182,0.9054712,I like it a little while.,I like it a little while.,94.53219543089781
Come on i want you to grate this cheese me.,Come on over here i want you to grate this cheese for me.,Come on i want you to grate this cheese on me.,66.3803533883431,0.92573154,Come on i want you to grate this cheese on me.,Come on i want you to grate this cheese for me.,90.77355542283352
S as i am having doug.,S probably just as well i am not having doug.,S as i am having a doug.,25.222985916104818,0.8087379,S as i am having to doug.,S as i am having a doug in.,73.96007250051032
Do you see books she have.,Do you see all the books she has.,Do you see the books she has.,77.92214158934513,0.9708142,Do you see the books she has.,Do you see the books she has.,100.0
What kinds cookies did you bake.,What kind of cookies did you bake.,What kind of cookies did you bake.,100.0,1.0000002,What kind of cookies did you bake.,What kind of cookies did you bake.,100.0
Fireplaces be way we found it.,The fireplace is the way we found it.,The fireplace is the way we found it.,100.0,0.99999994,The fireplace is the way we found it.,The fireplace is the way we found it.,100.0
It is got go up and around.,It is got to go up out and around.,It is got to go up and around.,77.92214158934513,0.98260665,It is got to go up and around.,It is going to go up and around.,83.71267313445544
And if you have moving molecules types temperature do you have.,And if you have fast moving molecules what type of temperature do you have.,And if you have moving molecules what kind of temperature do you have.,79.02924510622015,0.9675776,And if you have moving molecules what kind of temperature do you have?,And if you have a moving molecules of what temperature do you have.,85.62858460449951
You know i it be just.,You know i it is just uh.,You know i it is just.,84.56434186039334,0.8796869,You know i it is just a.,You know i it is just a.,92.71458398817931
I think and two years november.,I think and two years in november.,I think and two years ago in november.,87.64075178058015,0.9636718,I think and two years ago in november.,I think and two years ago november.,92.66513332111181
I bought this places the barns.,I bought this place for the barn.,I bought this place in the barn.,77.58253757467487,0.9671862,I bought this place in the barn.,I bought this place the barn.,90.94141198362739
It be to keep pans warm.,It is warm enough to keep the pan warm.,It is to keep the pans warm.,52.728406887864786,0.9124626,It is to keep the pans warm.,It is to keep the pans warm.,100.0
Well he could find anything he want do.,Well he could not find anything he really wanted to do.,Well he could not find anything he wanted to do.,82.12315744084565,0.9935138,Well he could not find anything he wanted to do.,Well he could find anything he wanted to do.,93.90388841410063
I will show you end and ends.,I will show you a front end and a hind end.,I will show you the end and the end.,49.96665371041014,0.83405936,I will show you the end and the end.,I will show you the end and the end.,100.0
That they could get what they wanted sherry.,That they could not get what they wanted out of sherry.,That they could get what they wanted sherry.,71.72947717934217,0.804139,That they could get what they wanted sherry.,That they could get what they wanted sherry.,100.0
You are go spend rest its life me.,You are going to spend the rest of your life with me.,You are going to spend the rest of your life with me.,100.0,0.9999999,You are going to spend rest of your life with me.,You are going to spend the rest of your life on me.,85.20427234019998
So my measurement a loss power be based what.,So your measurement of a loss of power is based on what.,So my measurement a loss power is based on what.,67.71702370053234,0.979973,So my measurement a loss power is based on what.,So my measurement a loss power was based on what.,92.10041062284311
I would mind i just want hang.,I would not mind i just want to hang.,I would not mind i just wanted to hang.,88.76996683882159,0.9904685,I would not mind i just wanted to hang.,I would not mind i just wanted to hang on.,94.46447647790558
She must have loved him much.,She must have loved him pretty much.,She must have loved him so much.,70.63129278538408,0.97054374,She must have loved him so much.,She must have loved him very much.,83.04102036249259
Well you have heard them our place.,Well you have heard them over at our place.,Well you have heard them at our place.,81.67541328581324,0.99335766,Well you have heard them at our place.,Well you have heard them in our place.,89.19476018289515
And parts will be lot less than you thought.,And some parts will be a lot less than you thought.,And the parts will be a lot less than you thought.,87.31876616876487,0.9530902,And parts will be a lot less than you thought.,And some parts will be a lot less than you thought.,88.50249105770143
Okay if you have notice this.,Okay if you have noticed that before.,Okay if you have noticed this.,71.87786000431389,0.95513093,Okay if you have noticed this.,Okay if you have noticed this.,100.0
I will have jerry get them.,I will have jerry get them down.,I will have jerry get them.,82.05608177444094,0.95725393,I will have jerry get them.,I will have jerry get them.,100.0
It be mean it shows dirt.,It is white means it shows dirt more.,It is mean it shows dirt.,45.99645850751927,0.87173563,It is mean it shows dirt.,It is mean it shows dirt.,100.0
I grab her and i go.,I grab her again and i go.,I grabbed her and i went.,31.8833132668272,0.9098145,I grabbed her and i went to.,I grabbed her and i went to.,91.42767437958283
They saw the man who have be possessed legions of demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who has been possessed by a legions of demons.,57.87086682768362,0.93997884,They saw the man who has been possessed by legions of demons.,They saw the man who had been possessed by a legions of demons.,90.82413706802127
That sounds something he would do.,That sounds like something he would do.,That sounds like something he would do.,100.0,1.0000001,That sounds like something he would do.,That sounds like something he would do.,100.0
And he be be i give the little kid lessons him.,And he is been perfectly lovely i give the little kids lessons on him.,And he was i gave the little kid lessons on him.,49.29809258045831,0.9073086,And he was i gave the little kid lessons with him.,And he was i gave the little kid lessons for him.,84.8466043839018
Or do they go really this.,Or do they go like really fast like that.,Or do they go really crazy like this.,49.72765688845398,0.86068237,Or do they go really crazy like that.,Or do they go really crazy on this.,81.64398174867328
You know i have haneve admire president nixon.,You know i have nev particularly admired uh president nixon.,You know i have haneve admired president nixon.,59.666307579004,0.8508324,You know i have haneve admiring president nixon.,You know i have haneve admiring president nixon.,90.6397647789321
And i keep tell him get relationships before you have children.,And i keep telling him get out of that relationship before you have children.,And i keep telling him to get into a relationship before you have children.,80.25876229605916,0.90714085,And i keep telling him to get into relationships before you have children.,And i keep telling him to get into relationships before you have children.,93.16175965344094
But i do want to give them reason.,But i do not want to give them any reason to.,But i do not want to give them a reason.,78.99894681527545,0.9457743,But i do not want to give them a reason.,But i do not want to give them any reason.,90.50071107042005
You reach that arm let me add.,The more you reach that arm through let me add on.,You reached that arm let me add.,42.518338312942525,0.9386779,You reached that arm let me add.,You reached that arm let me add that.,89.423555404058
And then a woman came canada.,And then a woman came from canada.,And then a woman came in canada.,75.1174565774049,0.976012,And then a woman came in from canada.,And then a woman came up to canada.,75.58530032199053
She said person were driving their lights.,She said people were driving around with their lights on.,She said the person was driving their lights.,46.04519886615094,0.9110374,She said the person was driving their lights.,She said the person was driving their light.,98.00319988530222
You can talk both us at the times.,You cannot talk to both of us at the same time.,You can talk to both of us at the same time.,85.25424406364007,0.81974,You can talk to both of us at the same time.,You can talk to both of us at the times.,91.30668900828245
And he is rea good at make budget.,And he is rea good at making the budget out.,And he is rea good at making a budget.,73.6369097697403,0.9893085,And he is rea rea good at making a budget.,And he is rea rea good at making a budget.,93.47374591382876
It is that we have climb ladder.,It is not that we have to climb the ladder.,It is that we have to climb a ladder.,67.07547199312668,0.85860246,It is that we have to climb the ladder.,It is that we have to climb up a ladder.,82.21259455412223
They sh it the tv she be so.,They sh it on the tv she is so yougly.,They sh sh it on the tv she is so.,72.16654187491353,0.89882046,They sh sh it on the tv she is so.,They sh sh it on the tv she is so so.,93.93746580299897
That is where hospitals have roads going.,This is where county hospital has roads going on.,That is where hospitals have the roads going.,49.39083417670689,0.9501904,That is where hospitals have the roads going.,That is where hospitals have the road going.,94.68022945244246
I might have go therapy or something fi out.,I might have to go to therapy or something to fi out.,I might have gone to therapy or something fi out.,74.49854334124578,0.8805594,I might have gone to therapy or something like that fi out.,I might have gone to therapy or something like that fi out.,86.5284638387848
Sell or joy had actually hire him sell jewelry hawaii.,To sell or joy had actually hired him to sell jewelry in hawaii.,Sell or joy had actually hired him to sell jewelry in hawaii.,94.6982957841678,0.9924333,Sell or joy had actually hired him to sell jewelry in hawaii.,Sell or joy had actually hired him to sell jewelry in hawaii.,100.0
He be retired studs duty in spring nineteen ninetyone.,He was retired from stud duty in the spring of nineteen ninetyone.,He was retired from stud duty in spring nineteen ninetyone.,82.28480226211742,0.994334,He was retired from stud duty in spring nineteen ninetyone.,He was retired from stud duty in spring nineteen ninetyone.,100.0
Well she be supposed to go dixie land jazz festival weekends.,Well she is supposed to go to the dixie land jazz festival this weekend.,Well she is supposed to go to dixie land jazz festival on weekends.,78.46079666234593,0.974223,Well she is supposed to go to dixie land jazz festival on weekends.,Well she is supposed to go to dixie land jazz festival on the weekend.,92.53078521827032
I am go to go transfer keys ones.,I am going to go transfer the keys into this one.,I am going to go to transfer the keys to the ones.,72.01855582660535,0.9383764,I am going to go to transfer the keys to the other ones.,I am going to go to transfer the keys to the one.,91.10150107845064
Areas that and like be able to have the local food.,In areas like that and like not be able to have the local food.,The area that and like to be able to have the local food.,72.41526230834938,0.8765868,The areas that and like to be able to have the local food.,The area that and like be able to have the local food.,90.34325839844999
And i have pair of bluejean.,And i had a pair of bluejeans.,And i have a pair of bluejeans.,82.21659843346086,0.9534713,And i have a pair of bluejeans.,And i have a pair of bluejeans.,100.0
I mean it be for everybody.,I mean it was hard for everybody.,I mean it is for everybody.,63.74775558312342,0.80033076,I mean it is for everybody.,I mean it is not for everybody.,83.97465676674757
Kay oh i do know what radio station be.,Kay oh i do not know what the radio station is.,Kay oh i do not know what the radio station is.,100.0,1.0000004,Kay oh i do not know what the radio station is.,Kay oh i do not know what radio station is.,93.52099402347733
Sammy davis junior used do it just.,Sammy davis junior used to do it just fine.,Sammy davis junior used to do it just.,87.20017988619388,0.93683046,Sammy davis junior used to do it just.,Sammy davis junior used to do it just.,100.0
He have print my shoulder and ribs.,He had hoof prints on his shoulder and ribs.,He has a print on my shoulder and ribs.,55.63810769897246,0.88295496,He has print on my shoulder and ribs.,He has a print on my shoulder and rib.,89.94077416780108
Well you know i think they quarter an ounce.,Well you know i think they weigh about a quarter of an ounce.,Well you know i think they quarter an ounce.,64.5652198722534,0.92280394,Well you know i think they quarter an ounce.,Well you know i think they quarter of an ounce.,91.90981951080252
Because environment be going to be negatively impacte.,Because environment supposedly is going to be also negatively impacted.,Because the environment is going to be negatively impacted.,67.76789400815505,0.9498327,Because the environment is going to be negatively impacted.,Because the environment is going to be negatively impacted.,100.0
Which is i mean i could.,Which is not bad i mean i could.,Which is i mean i could not.,63.398336489194094,0.780535,Which is i mean i could.,Which is what i mean i could not.,73.34151472141575
I thought this was most thing i heard in my life.,I thought that was the most hilarious thing i heard in my entire life.,I thought this was the most important thing i heard in my life.,59.84216550433867,0.84031075,I thought this was the most important thing i heard in my life.,I thought this was the most important thing i ever heard in my life.,92.41056194237846
Oo i have to go bathroom really.,Oo i have to go to the bathroom really bad.,Oo i have to go to the bathroom really.,89.46242144074715,0.955724,Oo i have to go to the bathroom really.,Oo i had to go to the bathroom really.,90.89667734302807
I do know how it be.,I do not know how realistic it was.,I do not know how it is.,50.26874740677915,0.76324546,I do not know how it is.,I do not know how it is.,100.0
And you pour it pan and it be done.,And you pour it in the pan and it is done.,And you pour it in the pan and it is done.,100.0,0.9999997,And you pour it in the pan and it is done.,And you pour it into the pan and it is done.,92.67242539719975
I mean i be going start dancing with women.,I mean i am going to start dancing with those brazilian women.,I mean i am going to start dancing with women.,69.84174362881166,0.9431589,I mean i am going to start dancing with women.,I mean i am going to start dancing with the women.,90.7810496309789
Let me try finish what i be talk but uh.,Let me try to finish what i am talking about here but uh therther.,Let me try to finish what i am talking about but uh.,72.93479411321525,0.97727585,Let me try to finish what i am talking about but uh.,Let me try to finish what i am talking about but uh.,100.0
I would be i would have murder him.,I would not be here i would have murdered him.,I would be i would have murdered him.,73.11804031561915,0.92487216,I would be i would have murdered him.,I would be i would have killed him in.,76.99180073509577
It should be legal for guy do this.,It should not be legal for guys to do this.,It should be legal for a guy to do this.,65.43620428841572,0.847011,It should be legal for a guy to do this.,It should be legal for a guy to do this.,100.0
That they be gearing this in way.,That they are gearing this in the wrong way.,That they are gearing this in this way.,76.66642478986844,0.84471405,That they are gearing this in this way.,That they are gearing this in the right way.,84.23675943791562
And thethey had arts shows everywhere.,And thethey had these art shows everywhere.,And thethey had an arts show everywhere.,65.1042937792732,0.96136725,And thethey had an arts show everywhere.,And thethey had an arts show everywhere.,100.0
It be get name but that be about it.,It is got the same name but that is about it.,It is getting a name but that is about it.,67.46068183502919,0.8689603,It is getting a name but that is not about it.,It is getting a name but that is all about it.,85.137314390463
She come and sit in restaurant.,She came in and sat down in the restaurant.,She came and sat in the restaurant.,67.99917960330083,0.9820006,She came and sat in the restaurant.,She came and sat in a restaurant.,89.42794267707245
I had client offices building next grand central.,I had a client in the office building next to grand central.,I had a client office building next to the grand central.,80.95869510458368,0.9665518,I had a client office building next to the grand central.,I had a client office building next to grand central.,95.06904711457338
But you can not go walmart.,But you cannot even go to a walmart.,But you can not go to walmart.,64.36876767728104,0.9578224,But you can not go to walmart.,But you can not go to walmart.,100.0
You know you know she is.,You know some you know she is so vulnerable.,You know you know she is.,46.23137922883573,0.8171108,You know you know she is.,You know you know she is pretty good.,74.01994256426767
We hunt tree and bounce them time time and.,Yeah we have a lotta trees we hunt through the trees and bounce off them from time to time and.,We hunt the tree and bounce them around all the time and.,36.41107489092541,0.91022575,We hunt for the tree and bounce them around all the time and.,We hunt down a tree and bounce them around time and again.,73.32615655437215
Two year after that she have one.,Then two years after that she had another one.,Two years after that she had one.,63.71167120646848,0.9767995,Two years after that she had one.,Two years after that she has one.,90.60787986391851
A lot of it has do r.,A lot of it has to do with the with the r.,A lot of it has done r.,38.218214338765826,0.86209935,A lot of it has done with r.,A lot of it has done with the r.,73.32075082924594
And play sevenyearold children but he do.,And not played with a sevenyearold child but he did.,And play with sevenyearold children but he does not.,57.329593276787186,0.8801558,And play with the sevenyearold children but he does not.,And play with sevenyearold children but he does.,90.99556752146393
You have these organs that you can see.,You have all these internal organs that you cannot see.,You have these organs that you can see.,53.88151803492456,0.8954476,You have these organs that you can see.,You have all these organs that you can see.,89.262501665005
You do know half of it.,You do not know the half of it.,You do not know half of it.,75.72290736770455,0.9547964,You do not know half of it.,You do not know half of it.,100.0
We were real happy get this place natural gas.,We were real happy to get this place with natural gas.,We were really happy to get this place natural gas.,78.69287522198596,0.9899905,We were really happy to get this place with natural gas.,We were really happy to get this place with natural gas.,91.03640214530307
And it is going take while.,And it is going to take a while.,And it is going to take a while.,100.0,0.99999976,And it is going to take a while.,And it is going to take a while.,100.0
If you have come a plays you just do.,If you have to come out of a play you just do whatever.,If you have come to a play you just do.,53.93574409632929,0.852114,If you have come to a play you just do.,If you have come out of a play you just do.,84.97324442380767
Because i might forget the beginning time i reach end.,Because i might forget the beginning by the time i reach the end.,Because i might forget the beginning time i reached the end.,81.54784583132538,0.9684609,Because i might forget the beginning time i reached the end.,Because i might forget the beginning time i reached the end.,100.0
Do do it i need get.,Do not do it yet i need to get some.,Do not do it i need to get.,64.19601927348805,0.8983247,Do not do it i need to get.,Do not do it i need to get one.,88.55220312298206
If i was and have pass and fall walls.,If i was alright and had not passed out and fallen over the wall.,If i was and had to pass and fall down the wall.,43.40373556459085,0.89401877,If i was and had to pass and fall into the wall.,If i was and had to pass and fall down the walls.,85.20099350879737
He was one that blamed me.,He was the one that blamed me.,He was the one that blamed me.,100.0,1.0000004,He was the one that blamed me.,He was the one that blamed me.,100.0
I hope plugs is mess up.,I hope that plug is not messing up the.,I hope the plug is not messing up.,73.97971733764247,0.9788625,I hope the plug is not messing up.,I hope the plug is not mess up.,92.1593207104833
I would like i would want them.,I would like ideally i would want them both.,I would like i would want them.,63.49526602851709,0.89596105,I would like i would want them.,I would like i would want them.,100.0
Well we got to we get call jack eaker.,Well we got to we got to call up jack eaker.,Well we got to we got to call jack eaker.,86.47379748378687,0.98570395,Well we got to we got to call jack eaker.,Well we got to we got called jack eaker.,84.08950453799669
Boy was sitting on a rock.,Boy was sitting on a big rock.,Boy was sitting on a rock.,75.72290736770455,0.9721271,Boy was sitting on a rock.,Boy was sitting on a rock.,100.0
Fourhundred and eightythree fourandahalfinch square toilet paper.,Fourhundred and eightythree like fourandahalfinch squares of toilet paper.,Fourhundred and eightythree fourandahalfinch square toilet paper.,84.12003384216297,0.9775012,Fourhundred and eightythree fourandahalfinch square toilet paper.,Fourhundred and eightythree fourandahalfinch square toilet paper.,100.0
And he can do it home.,And he can do it at home.,And he can do it at home.,100.0,1.0,And he can do it at home.,And he can do it at home.,100.0
How come those comes two parts.,How come this comes in two parts.,How come that comes in two parts.,81.05260989681278,0.98510873,How come that comes from two parts.,How come that comes from the two parts.,77.19894849619257
Well see mine would be looks anything else.,Well see mine would be more for looks than anything else.,Well see mine would not look anything else.,61.427948211227935,0.85553086,Well see mine would not look anything else.,Well see mine would not look anything else.,100.0
It is like its parent were hustling it door.,It is like its parents were hustling it out the door.,It is like its parent was hustling it out of the door.,75.68305868187201,0.97715324,It is like its parent was hustling it through the door.,It is like its parent was hustling it out the door.,85.89837272248862
Just make you get enough air.,Just to make sure you get enough air.,Just to make you get enough air.,81.34294640495986,0.97652566,Just to make you get enough air.,Just makes you get enough air.,82.2438480498122
I have not spiked fever or seen any signs.,I have not spiked any fever or seen any signs of.,I have not spiked my fever or seen any signs.,80.94332295491033,0.98281825,I have not spiked my fever or seen any signs.,I have not spiked my fever or seen any signs of it.,92.41564409492713
Yeah i do think that is.,Yeah i do think that is true.,Yeah i do not think that is.,65.29184725392044,0.71651924,Yeah i do not think that is.,Yeah i do not think that is.,100.0
And sand that i had it.,And the sand that i had in it.,And the sand that i had in it.,100.0,0.9999999,And the sand that i had it.,And sand that i had in it.,81.7727458127483
Yeah he be try to cast spell her.,Yeah he is trying to cast a spell over her.,Yeah he was trying to cast spell on her.,61.65603529613366,0.95460826,Yeah he was trying to cast spell on her.,Yeah he was trying to cast spells on her.,92.4342251718675
Danny say he might play later.,Danny just said he might play later.,Danny said he might play later.,78.15292353625829,0.9892794,Danny said he might play later.,Danny said he might play later on.,93.32071707868711
He be going to be engineers.,He is uh putting himself he is going to be a microwave engineer.,He is going to be an engineer.,40.331476946203324,0.8846461,He is going to be an engineer.,He is going to be an engineer.,100.0
And i be sorry that episode jacob get misunderstood.,And uh i am sorry that whole episode with jacob got misunderstood.,And i am sorry that episode jacob got misunderstood.,68.25004018569962,0.98493886,And i am sorry that episode jacob got misunderstood.,And i am sorry that the episode jacob got misunderstood.,92.30388574180314
No but it was coming out.,No but it was just coming out.,No but it was coming out.,71.58853307588,0.94738793,No but it was coming out.,No but it was coming out.,100.0
We know where the empowerless people be.,We already know where the most empowerless people are.,We know where the empowerless people are.,68.72193003182907,0.94542867,We know where the empoweredless people are.,We know where the empoweredless people are.,91.82904090147717
I mean the skeleton part it you know.,I mean all the skeleton part of it you know an.,I mean the skeleton part of it you know.,77.75617944226686,0.9615274,I mean the skeleton part of it you know.,I mean the skeleton part it you know.,92.9338723861651
Yeah but we got hour than.,Yeah but we also got up an hour later than usual.,Yeah but we got an hour later.,47.6707791398735,0.85764015,Yeah but we got an hour than.,Yeah but we got an hour than.,84.5232401935154
I see one there be one.,I see one there is a rectangular one right there.,I saw one there was one.,23.37957848130034,0.80847895,I saw one there was one.,I saw one there was one.,100.0
Oh i never even thing this.,Oh i never even thought of that.,Oh i never even thought about that.,78.85186732420657,0.9933679,Oh i never even thought about that.,Oh i never even thought about this.,92.80439887911155
Or god involved moses your missions.,Or how god involved moses in his mission.,Or god involved moses in your missions.,66.46411456971478,0.9035883,Or god involved moses in your missions.,Or god involved moses in your missions.,100.0
So i be chopping it and it comes out.,So i am just chopping it up and it comes out pretty good.,So i am chopping it and it comes out.,52.09541660314898,0.90949374,So i am chopping it and it comes out.,So i am chopping it up and it comes out.,89.78887794675654
Oh i am pray moms that they win because she say.,That is what patty sai oh i am praying mom that they win because she said.,Oh i am praying for moms that they win because she said.,61.84304017712531,0.95643514,Oh i am praying for moms that they win because she said.,Oh i am praying for moms that they win because she says.,95.53341102641538
Whoa apropo something jennifer said may.,Whoa apropos something jennifer said in may.,Whoa apropo something jennifer said may.,81.20588680654511,0.9296119,Whoa apropoked something jennifer said may.,Whoa apropo something jennifer said may not.,86.04864976960155
He is judgmental on people it bugs me.,He is like so judgmental on people it bugs me.,He is judgmental on people so it bugs me.,72.02866062265116,0.9805517,He is judgmental on people so it bugs me.,He is judgmental on people so that bug me.,84.3313437617305
Oh i do know it would.,Oh i did not know it would.,Oh i do not know it would.,76.46583394367347,0.8937676,Oh i do not know it would.,Oh i do not know why it would.,82.21911543959854
